Daily site usage,Age,Area income,Daily internet usage,Timestamp_month_sin,Timestamp_month_cos,Timestamp_day_sin,Timestamp_day_cos,City_long_text_east,City_long_text_lake,City_long_text_new,City_long_text_north,City_long_text_port,City_long_text_west,Country_long_text_islands,Male
0.9830256945456939,-0.20379038894778204,0.2659839415975822,1.375635754246136,-0.6189491872096089,1.232112174903054,0.12154614162760652,0.9611705028215363,-0.2670813285686338,-0.26164169361729445,-0.2777251491265687,-0.27244085888948927,-0.28808539928103183,-0.3080756262215528,-0.21764287503300347,-0.9654215840509555
0.18184880995036676,-1.2326518029167126,0.9850317491540345,0.1964143995952212,-0.6189491872096089,1.232112174903054,0.12154614162760652,0.9611705028215363,-0.2670813285686338,-0.26164169361729445,-0.2777251491265687,-0.27244085888948927,-0.28808539928103183,-0.3080756262215528,-0.21764287503300347,1.0358169078880044
1.0001124053545987,0.024845480823091418,0.41009181898695196,1.3797621120190204,-0.6189491872096089,1.232112174903054,0.12154614162760652,0.9611705028215363,-0.2670813285686338,-0.26164169361729445,-0.2777251491265687,3.6705213897656646,-0.28808539928103183,-0.3080756262215528,-0.21764287503300347,-0.9654215840509555
0.8627858777422873,-0.8896979982604024,0.6151550667906232,0.7353625731536005,-0.6189491872096089,1.232112174903054,0.12154614162760652,0.9611705028215363,-0.2670813285686338,-0.26164169361729445,-0.2777251491265687,-0.27244085888948927,-0.28808539928103183,-0.3080756262215528,-0.21764287503300347,-0.9654215840509555
-1.8084365787165406,-0.7753800633749657,-0.9570403846080213,0.36995066815485217,-0.6189491872096089,1.232112174903054,0.12154614162760652,0.9611705028215363,-0.2670813285686338,-0.26164169361729445,-0.2777251491265687,-0.27244085888948927,-0.28808539928103183,3.2459562356966503,-0.21764287503300347,-0.9654215840509555
-1.1724312319406291,0.7107530901357118,0.7946864326821392,-0.9988539019502432,-0.6189491872096089,1.232112174903054,0.12154614162760652,0.9611705028215363,-0.2670813285686338,-0.26164169361729445,-0.2777251491265687,-0.27244085888948927,-0.28808539928103183,-0.3080756262215528,-0.21764287503300347,-0.9654215840509555
0.6444556840729444,-0.8896979982604024,0.3488685730902937,1.234422621574098,-0.6189491872096089,1.232112174903054,0.12154614162760652,0.9611705028215363,-0.2670813285686338,3.822020818527144,-0.2777251491265687,-0.27244085888948927,-0.28808539928103183,-0.3080756262215528,-0.21764287503300347,1.0358169078880044
0.9001235050654505,-0.31810832383321874,0.5263551053991579,1.2600977366053778,0.2514028401601852,0.9897773673803716,0.12154614162760652,0.9611705028215363,3.744177870311225,-0.26164169361729445,-0.2777251491265687,-0.27244085888948927,-0.28808539928103183,-0.3080756262215528,-0.21764287503300347,1.0358169078880044
1.0171991161635034,0.024845480823091418,0.6073006836843534,1.2215850640584582,0.2514028401601852,0.9897773673803716,0.12154614162760652,0.9611705028215363,-0.2670813285686338,-0.26164169361729445,-0.2777251491265687,-0.27244085888948927,-0.28808539928103183,-0.3080756262215528,-0.21764287503300347,-0.9654215840509555
-1.2768500202172712,1.6252965692192056,-0.1987921964501679,-1.0784009101275114,0.2514028401601852,0.9897773673803716,0.12154614162760652,0.9611705028215363,-0.2670813285686338,-0.26164169361729445,-0.2777251491265687,-0.27244085888948927,-0.28808539928103183,-0.3080756262215528,4.594682917363407,1.0358169078880044
1.1469315500829687,0.4821172203648383,1.1271610008214488,0.18357684207958133,0.2514028401601852,0.9897773673803716,0.12154614162760652,0.9611705028215363,-0.2670813285686338,-0.26164169361729445,-0.2777251491265687,-0.27244085888948927,-0.28808539928103183,-0.3080756262215528,-0.21764287503300347,1.0358169078880044
