Daily site usage,Age,Area income,Daily internet usage,Ad topic line_chars_no,Ad topic line_avg_word_len,City_chars_no,City_avg_word_len,Country_chars_no,Country_avg_word_len,Timestamp_month_sin,Timestamp_month_cos,Timestamp_day_sin,Timestamp_day_cos,Ad topic line_long_text_focused,City_long_text_east,City_long_text_lake,City_long_text_new,City_long_text_north,City_long_text_port,City_long_text_west,Country_long_text_islands,new_feat_0,new_feat_1,new_feat_2,Male_enc_0,Male_enc_1
0.8179343202314105,0.37500000000000006,0.6330666324262293,0.816925315227934,0.42105263157894735,0.5517241379310344,0.28571428571428564,0.4482758620689656,0.1,0.4642857142857143,0.49999999999999994,1.0,0.5345319067250675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,1.8277773189955122e-15,4.3013866058827943e-16,4.4350574585811186e-16,1.0,0.0
0.6025182916453974,0.14999999999999997,0.8015688183749883,0.5050921435499515,0.368421052631579,0.48275862068965514,0.28571428571428564,0.4482758620689656,0.17500000000000002,0.7857142857142858,0.49999999999999994,1.0,0.5345319067250675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,8.925245108961532e-16,3.6103136449892026e-16,5.283999847253842e-16,0.0,1.0
0.8225285009358515,0.425,0.6668369771757168,0.8180164888457809,0.2894736842105263,0.3793103448275862,0.49999999999999994,0.20689655172413796,0.07500000000000001,0.3571428571428572,0.49999999999999994,1.0,0.5345319067250675,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.220446049250313e-16,1.7375316995218506e-15,4.2830747898035223e-16,4.454019059876497e-16,1.0,0.0
0.785604900459418,0.22500000000000003,0.7148916477408,0.6476115421920466,0.7631578947368421,0.3655172413793102,0.21428571428571425,0.37931034482758624,0.0,0.035714285714285754,0.49999999999999994,1.0,0.5345319067250675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,1.2831124241657329e-15,3.5502174318109233e-16,5.373444617145748e-16,1.0,0.0
0.06738131699846872,0.25000000000000006,0.34646222272156196,0.550982056256062,0.6315789473684211,0.47413793103448276,0.21428571428571425,0.06896551724137934,0.05000000000000002,0.25,0.49999999999999994,1.0,0.5345319067250675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.220446049250313e-16,2.2525369361459825e-15,3.5216201952029134e-15,5.4170795518061707e-17,1.0,0.0
0.23838693210821849,0.575,0.7569631585376837,0.18901551891367607,0.4736842105263158,0.6206896551724136,0.49999999999999994,0.6551724137931034,0.1,0.4642857142857143,0.49999999999999994,1.0,0.5345319067250675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,3.536820937883732e-16,3.4147551902535934e-16,5.586607439124994e-16,1.0,0.0
0.7269014803471158,0.22500000000000003,0.6524898772248482,0.7795829291949564,0.1842105263157895,0.2413793103448275,0.35714285714285715,0.13793103448275862,0.125,0.5714285714285714,0.49999999999999994,1.0,0.5345319067250675,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,1.6923060035442578e-15,4.618823032286883e-16,4.1302506321001024e-16,0.0,1.0
0.7956440360728262,0.35000000000000003,0.6940822002334412,0.786372453928225,0.4736842105263158,0.6206896551724136,0.5714285714285714,0.24137931034482757,0.05000000000000002,0.25,0.7731001747286013,0.9189859472289947,0.5345319067250675,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,1.6047513063120672e-15,4.2565137019660004e-16,4.481812601672153e-16,0.0,1.0
0.8271226816402927,0.425,0.713051045893778,0.776188166828322,0.7105263157894738,0.5517241379310344,0.6428571428571428,0.2758620689655173,0.20000000000000004,0.8928571428571428,0.7731001747286013,0.9189859472289947,0.5345319067250675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,1.5418309142017458e-15,4.0414912478292173e-16,4.720261799133691e-16,1.0,0.0
0.21031138335885657,0.7749999999999999,0.5241506543579428,0.16798011639185262,0.6052631578947368,0.4482758620689654,0.35714285714285715,0.13793103448275862,0.7250000000000001,0.3142857142857143,0.7731001747286013,0.9189859472289947,0.5345319067250675,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.539333576610235e-16,3.4398511751636244e-16,5.545849450232093e-16,0.0,1.0
0.8620044240258636,0.5249999999999999,0.8348754905343918,0.5016973811833171,0.5789473684210525,0.7586206896551723,0.14285714285714285,0.3103448275862069,0.024999999999999994,0.1428571428571429,0.7731001747286013,0.9189859472289947,0.5345319067250675,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,8.511585680858116e-16,2.506553015924799e-16,7.610809197914745e-16,0.0,1.0
